dice_loss,iou_score,fscore,accuracy,recall,precision
0.3472919363086507,0.6954449056568793,0.8116031228485755,0.7994984731835836,0.8864092200489369,0.7496939139851069
0.2102163110749196,0.8997820969355311,0.9471079131304206,0.947283892308251,0.9713703525268425,0.9240693652023704
0.14975590423002078,0.9170717637417681,0.9566702357793256,0.9572327955294463,0.9725750098794191,0.9412808812270731
0.11647808349738686,0.9229161355455042,0.9598474482358511,0.960471562409805,0.9733924653570534,0.9466764896602953
0.0957148145821135,0.9259508747165488,0.9614972138808944,0.9621386376477903,0.9740051960541031,0.9493076498225583
0.08240443872193157,0.9273817135115802,0.9622695930933546,0.9629428245253485,0.9741293505086737,0.950696242057671
0.07208091727757858,0.9302656711158105,0.9637998190976808,0.9644612710354692,0.9748063057155932,0.9530399663973662
0.06528876595577955,0.9311417098772728,0.9642894237728441,0.964963608879154,0.9745442392462393,0.954249065811351
0.060101183794312556,0.9315896357520153,0.9645110681905585,0.9652050652746429,0.9742791450629797,0.95493774696932
0.05612697641728288,0.9323289788375466,0.9648929137294575,0.9655982397370418,0.9741217130321568,0.9558380822003897
0.052916115623409456,0.9329457939681363,0.9652492818185839,0.9659660246412634,0.9738953578270089,0.9567559876684416
0.05002116752883135,0.9342140221999863,0.9659094355874144,0.9666327813924367,0.9735647177292128,0.9583741658824987
0.049162211054462494,0.9321251400446487,0.9648034633216209,0.9655844730845952,0.9721278851315125,0.9575892464589264
0.04581033274278801,0.9355381605988842,0.9666322419198893,0.9673913080813522,0.9730730289119784,0.9602766612828786
0.04414767026901246,0.9362079531459484,0.9670030676712422,0.967775859064975,0.9729291635044551,0.9611493753174605
0.04330559504234185,0.9358790254188796,0.9668110144340388,0.9675984938265912,0.9720902301497378,0.9615893949896603
0.04175275867268191,0.9367540306964164,0.9672884819871288,0.9680912403737081,0.9721953080872358,0.9624313893964735
0.04359726986642612,0.9319493608959648,0.9646419367547764,0.9655059646751919,0.9692719336283411,0.9600564453561427
0.040298817521434716,0.9367473428532228,0.9672682446948552,0.9680824926344014,0.9717501886820389,0.9628280572972054
0.04013287920062825,0.9358611046257667,0.9668043063858808,0.9676257705284377,0.9710334579823381,0.9626123642517349
0.03907289444389991,0.9367544560109154,0.9672549983202402,0.9680954207808286,0.9710018170081964,0.9635373374163094
0.03722944502103125,0.939206394098573,0.9685740986112819,0.969383008399252,0.9720845596264982,0.9650892504190994
0.037287228188272244,0.938331057459621,0.9680999083034062,0.9689351229344386,0.9713051894963798,0.96491606861858
0.0375253416724124,0.9370964139194811,0.9674567034689046,0.9683018922805786,0.9709258402808237,0.9640127087043502
0.03735558865434032,0.9366670271097605,0.9672556145716522,0.9681189625950183,0.9703459537635417,0.9641853772987754
0.03567297478853646,0.9392888212608076,0.9686490145780272,0.9694690088094289,0.9717225583933169,0.9655953726526034
0.035639850770012804,0.938870224912288,0.9683960615578345,0.9692282808029045,0.9713307194790598,0.9654797507544696
0.03524507607443858,0.9390608708737257,0.9685236862150287,0.9693613365545112,0.9711631991095464,0.9658989916413518
0.03540761187925178,0.938341619604725,0.9681225499864351,0.9689655465594793,0.970797018479493,0.9654632574420864
0.034292263499761035,0.9399883777408276,0.9690101106288069,0.9698316353862568,0.9715641868316519,0.9664699354414213
0.0353887677192688,0.9375659126346396,0.967715770511304,0.9685732752589856,0.9702743887901305,0.9651711088115885
0.033402327763832194,0.9410190218586032,0.9695210123466231,0.9703309111675975,0.971861141212916,0.9671925114373029
0.03475210525221745,0.9380356962397948,0.9679970054303185,0.968852516958269,0.9704814573465766,0.9655258574728237
0.034327285774683546,0.9386585789211724,0.9682806871705135,0.9691387768519126,0.9706758523391465,0.9658975641606218
0.03345255831540642,0.9399883029824594,0.9690107147572407,0.9698391263767827,0.9712570531893585,0.966774910183276
0.033253312110900865,0.9401366205538734,0.9690806916204551,0.9699257369768821,0.9713286141217764,0.9668433433872157
0.03397253812369655,0.9385763315831201,0.9682565513303724,0.9691115557137183,0.9705299229945166,0.9659942247099794
0.03311219962976744,0.9399959687459265,0.969004168348797,0.9698491813772816,0.9710710574004611,0.9669465301400525
0.033386250673714334,0.9392853015560217,0.9686293995986551,0.9694807984061161,0.9707376482123036,0.966530536190938
0.03289558119693044,0.9399569004268971,0.9689964732881318,0.9698346125877508,0.9709836497145186,0.9670175909996033
0.03343164718757242,0.938821093510773,0.9683725551023321,0.9692362870200205,0.9704848901700163,0.9662698224439459
0.033101050530449816,0.9392154449123449,0.968595997761872,0.9694603560334548,0.9706072948746763,0.9665932726051847
0.0321588839514781,0.9408201524766824,0.9694497090275006,0.9702883847689225,0.9713856355618622,0.9675218200279496
0.0322723146212303,0.9405460398075948,0.9693053698135636,0.9701424352193282,0.9712495076454292,0.9673692594140265
0.03152583918329013,0.9418657017966449,0.9700032058408704,0.9708208441734314,0.9718932186142875,0.9681207921545382
0.03163142527564097,0.9415022650007474,0.9698055315825899,0.9706333390736986,0.9715721940590164,0.9680456589844266
0.031999318276421496,0.9406120403338285,0.9693628004041771,0.9702176734552543,0.9712370755308766,0.9674959354481455
0.031314917540146134,0.9418266809592815,0.9699987213490373,0.9708203572337911,0.9718061635049721,0.9681981680756909
0.031359705884577864,0.94161372972747,0.9698659727128885,0.9706941246986388,0.9715883115590629,0.9681500438916479
0.03216527175095121,0.9401206646935415,0.9690639103873304,0.9699257915302858,0.97082876957069,0.9673058208772691
